"Campaign name","Ad set name","Campaign ID",Placement,"Ad name","Ad set ID","Ad ID",Platform,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result Type",Results,"Amount spent (USD)","Cost per result",Starts,Ends,"Purchase ROAS (return on ad spend)","CTR (all)","Result rate","Reporting starts","Reporting ends"
"Women Only – Before/After Singles","Before/After Vin - Singles 2",120227144025840727,"Facebook notifications","Before After Vin - Single 2",120227144907110727,120227144907120727,facebook,inactive,ad,8,8,1,"7-day click",,,0.11,,2025-07-14,Ongoing,,12.5,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,Feed,"Before/After Kids 2 - Copy",120226861223700727,120226861386840727,instagram,active,ad,2,2,1,"7-day click or 1-day view",,,0.11,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,Explore,"Before/After Selfies 3 - Copy",120226861223700727,120226861386760727,instagram,active,ad,14,15,1.07142857,"7-day click or 1-day view",,,0.11,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Selfies",120226766032730727,Feed,"Before/After Selfies 1",120226766032900727,120226766032820727,instagram,archived,ad,7,8,1.14285714,"7-day click",,,0.11,,2025-07-08,Ongoing,,0,,2025-07-20,2025-08-18
"Advantage+ shopping campaign 04/05/2025 Campaign – Copy","Advantage+ shopping campaign 04/05/2025 Ad set",120224364675780727,"Overlay ads in Reels","Advantage+ shopping campaign 04/05/2025 Ad",120224364675770727,120224364675790727,facebook,active,ad,112,112,1,"7-day click, 1-day view or 1-day engaged view",,,0.10998638,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After People With Pets",120226508443690727,"Instagram Reels","Before/After People With Pets 1",120226537775840727,120226537775830727,instagram,active,ad,8,8,1,"7-day click or 1-day view",,,0.10021097,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - White Background",120228803582570727,"Facebook profile feed","Showcase Same Winner -  Diff Couples 1",120228806570330727,120228806570340727,facebook,inactive,ad,21,21,1,"7-day click",,,0.10001999,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - White Background",120228803582570727,"Facebook notifications","Showcase Same Winner -  Diff Couples 1",120228806570330727,120228806570340727,facebook,inactive,ad,6,10,1.66666667,"7-day click",,,0.10001999,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Winner Copy 2",120226508443690727,"Right column","Dog - 1",120229026291600727,120229026316990727,facebook,active,ad,8,54,6.75,"7-day click or 1-day view",,,0.10001406,,2025-08-08,Ongoing,,1.85185185,,2025-07-20,2025-08-18
"What's Your Couple Sticker - Diff Images Campaign","What's Your Couple Sticker - Diff Images Ad Set",120224398893970727,"Messenger Stories","3 Diff Images - Same Winner",120224398893950727,120224398893960727,messenger,active,ad,0,18,0,"7-day click, 1-day view or 1-day engaged view",,,0.10000782,,2025-06-04,Ongoing,,5.55555556,,2025-07-20,2025-08-18
"What's Your Couple Sticker - Diff Images Campaign","What's Your Couple Sticker - Diff Images Ad Set",120224398893970727,"Native, banner and interstitial","3 Diff Images - Same Winner",120224398893950727,120224398893960727,audience_network,active,ad,0,13,0,"7-day click, 1-day view or 1-day engaged view",,,0.10000782,,2025-06-04,Ongoing,,7.69230769,,2025-07-20,2025-08-18
"Married - What's Your Sticker Campaign – Copy","Married - What's Your Sticker Ad Set",120225320993160727,"Native, banner and interstitial","Advantage+ shopping campaign 04/05/2025 Ad",120225320993150727,120225320993170727,audience_network,active,ad,0,26,0,"7-day click, 1-day view or 1-day engaged view",,,0.10000474,,2025-06-15,Ongoing,,0,,2025-07-20,2025-08-18
"Dating - New Copy - What's Your Sticker Campaign","Dating - New Copy - What's Your Sticker Ad Set",120224401411290727,"Native, banner and interstitial","Advantage+ shopping campaign 04/05/2025 Ad",120224401411270727,120224401411280727,audience_network,active,ad,0,31,0,"7-day click, 1-day view or 1-day engaged view",,,0.10000238,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
"Rotating - What's Yours","Rotating Ad Set - 2",120228807785910727,"Explore home","What Does Your Bubble",120228807810760727,120228807810750727,instagram,inactive,ad,16,16,1,"7-day click, 1-day view or 1-day engaged view",,,0.1,,2025-08-04,Ongoing,,6.25,,2025-07-20,2025-08-18
Before/After,"Before/After People With Pets",120226508443690727,Marketplace,"Before/After People With Pets 3",120226537775840727,120226538430010727,facebook,active,ad,8,23,2.875,"7-day click or 1-day view",,,0.1,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Selfies",120226766032730727,Feed,"Before/After Selfies 1",120226766032900727,120226766032820727,facebook,archived,ad,10,11,1.1,"7-day click",,,0.1,,2025-07-08,Ongoing,,0,,2025-07-20,2025-08-18
"What's Your Sticker Winner Campaign – Variants - Aug 11","Diff Images, Same Copy - August 11",120229147033560727,Feed,"3 Diff Images - Chiefs/Flower – Copy",120229147033570727,120229147177020727,instagram,active,ad,10,10,1,"7-day click, 1-day view or 1-day engaged view",,,0.1,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"Carousel - Older – Copy","Carousel Older",120229037097950727,"Facebook profile feed","Older – Copy",120229037097940727,120229037097960727,facebook,not_delivering,ad,54,54,1,"7-day click, 1-day view or 1-day engaged view",,,0.1,,2025-08-09,Ongoing,,0,,2025-07-20,2025-08-18
"Carousel - Older – Copy","Carousel Older",120229037097950727,"In-stream reels","Older – Copy",120229037097940727,120229037097960727,facebook,not_delivering,ad,4,9,2.25,"7-day click, 1-day view or 1-day engaged view",,,0.1,,2025-08-09,Ongoing,,0,,2025-07-20,2025-08-18
"Carousel - Older","Carousel Older",120226983388070727,"Overlay ads in Reels",Older,120226983388060727,120226983388080727,facebook,inactive,ad,13,17,1.30769231,"7-day click, 1-day view or 1-day engaged view","Website purchases",1,0.1,0.1,2025-07-11,Ongoing,29.9,5.88235294,5.88235294,2025-07-20,2025-08-18
"Sticker Showcase","Video - Showcase",120226982164710727,"Instagram Stories","Showcase - Narration",120226982164700727,120226982164690727,instagram,not_delivering,ad,3,3,1,"7-day click, 1-day view or 1-day engaged view",,,0.1,,2025-07-11,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Winner Copy",120226508443690727,"In-stream reels","Juicy Dog",120229026027730727,120229026027740727,facebook,inactive,ad,240,301,1.25416667,"7-day click or 1-day view",,,0.1,,2025-08-08,Ongoing,,0.66445183,,2025-07-20,2025-08-18
"Women Only – Before/After Singles","Before/After Vin - Singles 1",120227144025840727,"Search results","Before After Vin - Single",120227144025820727,120227144025850727,facebook,inactive,ad,30,30,1,"7-day click","Website purchases",1,0.09994853,0.09994853,2025-07-14,Ongoing,29.91539808,3.33333333,3.33333333,2025-07-20,2025-08-18
"Women Only – Before/After Singles","Before/After Vin - Singles 1",120227144025840727,"Right column","Before After Vin - Single",120227144025820727,120227144025850727,facebook,inactive,ad,56,102,1.82142857,"7-day click",,,0.09994853,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - White Background",120228803582570727,"Rewarded video","Showcase Same Winner -  Diff Couples 1",120228806570330727,120228806570340727,audience_network,inactive,ad,2,4,2,"7-day click",,,0.09001799,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Copy - Dating - What's Your Sticker","Dating - New Copy - What's Your Sticker Ad Set – Copy",120225035813180727,"Right column","Advantage+ shopping campaign 04/05/2025 Ad",120225035813830727,120225035813820727,facebook,active,ad,0,131,0,"7-day click or 1-day view",,,0.09000863,,2025-06-12,Ongoing,,0,,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - White Background",120228803582570727,Explore,"Showcase Same Winner - Same Couples",120228806570330727,120228806578190727,instagram,active,ad,7,7,1,"7-day click",,,0.09000703,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Winner Copy",120226508443690727,"Native, banner and interstitial","Juicy Dog  – Diff Settings",120229026027730727,120229026220130727,audience_network,not_delivering,ad,0,12,0,"7-day click or 1-day view",,,0.09000478,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
"Advantage+ shopping campaign 04/05/2025 Campaign – Copy","Advantage+ shopping campaign 04/05/2025 Ad set",120228693685570727,"In-stream reels","Advantage+ shopping campaign 04/05/2025 Ad",120228693685580727,120228693685590727,facebook,active,ad,0,9,0,"7-day click, 1-day view or 1-day engaged view",,,0.09000438,,2025-08-02,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies",120226508443690727,"Right column","Before/After Selfies 3",120226537967710727,120226546647540727,facebook,active,ad,40,125,3.125,"7-day click or 1-day view",,,0.09000276,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
"Video - Showcase – Copy 2","Video - Showcase",120228693643250727,"Messenger Stories","Showcase - Money Can't Buy Happiness Sound",120228693643230727,120228693643240727,messenger,active,ad,15,15,1,"7-day click, 1-day view or 1-day engaged view",,,0.09000133,,2025-08-02,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Singles","Before/After Vin - Singles 2",120227144025840727,"Overlay ads in Reels","Before After Vin - Single 2",120227144907110727,120227144907120727,facebook,inactive,ad,92,117,1.27173913,"7-day click",,,0.09,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
"Carousel - Older – Copy","Carousel Older",120229037097950727,Explore,"Older – Copy",120229037097940727,120229037097960727,instagram,not_delivering,ad,12,14,1.16666667,"7-day click, 1-day view or 1-day engaged view",,,0.09,,2025-08-09,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Copy",120226508443690727,"Right column","Before/After Selfies 3",120228301197000727,120228301197020727,facebook,inactive,ad,8,77,9.625,"7-day click or 1-day view",,,0.09,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
"What's Your Sticker Winner Campaign – Variants - Aug 11","Tag Copy",120229147033560727,"Facebook profile feed","Tag Someone",120229147236440727,120229147236460727,facebook,not_delivering,ad,25,26,1.04,"7-day click, 1-day view or 1-day engaged view",,,0.09,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Kids",120226766032730727,"Instagram Stories","Before/After Kids 3",120226766032860727,120226766032740727,instagram,inactive,ad,10,10,1,"7-day click",,,0.09,,2025-07-08,Ongoing,,0,,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - Diff Background",120228803582570727,Marketplace,"Showcase Same Winner - Diff Couple 2",120228803798280727,120228806890680727,facebook,inactive,ad,11,11,1,"7-day click",,,0.09,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Carousel - Older","Carousel Older",120226983388070727,"Facebook notifications","Older – Copy",120226983388060727,120226983482060727,facebook,inactive,ad,8,18,2.25,"7-day click, 1-day view or 1-day engaged view",,,0.09,,2025-07-11,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 3",120227145052470727,"In-stream reels","Before/After Vin - Duos 3 – is that us?",120227145324010727,120227145643620727,facebook,inactive,ad,4,5,1.25,"7-day click",,,0.09,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"In-stream reels","Advantage+ shopping campaign 04/05/2025 Ad - Copy",120226861223700727,120226861386740727,facebook,active,ad,0,12,0,"7-day click or 1-day view",,,0.08999764,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Advantage+ shopping campaign 04/05/2025 Campaign","Advantage+ shopping campaign 04/05/2025 Ad set",120222571952620727,"Right column","Advantage+ shopping campaign 04/05/2025 Ad",120222571952610727,120222571952600727,facebook,active,ad,64,144,2.25,"7-day click, 1-day view or 1-day engaged view",,,0.08998077,,2025-05-04,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Singles","Before/After Vin - Singles 1",120227144025840727,"Facebook notifications","Before After Vin - Single",120227144025820727,120227144025850727,facebook,inactive,ad,7,7,1,"7-day click",,,0.08995368,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Dog Winner",120226508443690727,"Right column","Dog - 1",120229236504620727,120229236504610727,facebook,active,ad,28,64,2.28571429,"7-day click or 1-day view",,,0.08002667,,2025-08-13,Ongoing,,1.5625,,2025-07-20,2025-08-18
"Testimonial Men - What's Your Sticker Winner","Men Quotes – Copy 2",120229144778250727,"In-stream reels","Anniversary Gift",120229145308170727,120229145308140727,facebook,active,ad,4,15,3.75,"7-day click, 1-day view or 1-day engaged view",,,0.0800071,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"Carousel - Younger - Duos","Younger Couples",120226983665860727,"Messenger Stories","Younger Couples",120226983665870727,120226983665890727,messenger,active,ad,6,6,1,"7-day click, 1-day view or 1-day engaged view","Website purchases",1,0.08000704,0.08000704,2025-07-11,Ongoing,37.37171323,16.66666667,16.66666667,2025-07-20,2025-08-18
"Before/After Selfie 2 - Vin",Kid,120229026381790727,"Right column","Kid - Scooter",120229026381830727,120229026381870727,facebook,active,ad,30,52,1.73333333,"7-day click or 1-day view",,,0.08000651,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
"What's Your Couple Sticker - Diff Images Campaign","What's Your Couple Sticker - Diff Images Ad Set",120224398893970727,"Right column","3 Diff Images - Same Winner",120224398893950727,120224398893960727,facebook,active,ad,64,200,3.125,"7-day click, 1-day view or 1-day engaged view",,,0.08000625,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
"Sticker Drop - 2 – Women Scaling","Sticker Drop Set  - 2",120229036783840727,"Instagram search results",Women,120229036783850727,120229036783860727,instagram,active,ad,28,28,1,"7-day click, 1-day view or 1-day engaged view",,,0.08000596,,2025-08-09,Ongoing,,0,,2025-07-20,2025-08-18
"Young - What's Your Sticker Campaign","Young - What's Your Sticker Ad Set",120224400280360727,"In-stream reels","Advantage+ shopping campaign 04/05/2025 Ad",120224400280340727,120224400280350727,facebook,active,ad,0,7,0,"7-day click, 1-day view or 1-day engaged view",,,0.08000529,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Copy",120226508443690727,"Overlay ads in Reels","Before/After Selfies 1",120228301197000727,120228301196990727,facebook,inactive,ad,34,34,1,"7-day click or 1-day view",,,0.08000403,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Copy",120226508443690727,"Facebook profile feed","Before/After Selfies 1",120228301197000727,120228301196990727,facebook,inactive,ad,40,51,1.275,"7-day click or 1-day view",,,0.08000403,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
"Advantage+ shopping campaign 04/05/2025 Campaign – Copy","Advantage+ shopping campaign 04/05/2025 Ad set",120228693685570727,"Right column","Advantage+ shopping campaign 04/05/2025 Ad",120228693685580727,120228693685590727,facebook,active,ad,48,141,2.9375,"7-day click, 1-day view or 1-day engaged view",,,0.08000389,,2025-08-02,Ongoing,,0,,2025-07-20,2025-08-18
"Younger Couples Copy","Younger - Ad Set",120228808077900727,"Business Explore","Younger Couples – Copy",120228808077940727,120228808078100727,facebook,active,ad,0,8,0,"7-day click, 1-day view or 1-day engaged view",,,0.08000279,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Married - What's Your Sticker Campaign","Married - What's Your Sticker Ad Set",120224399840310727,"In-stream reels","Advantage+ shopping campaign 04/05/2025 Ad",120224399840290727,120224399840300727,facebook,active,ad,0,9,0,"7-day click, 1-day view or 1-day engaged view",,,0.08000207,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
"Video - Showcase – Copy 2 - Conversion Value","Video - Showcase",120228807475450727,"Facebook profile feed","Showcase - Kids 1",120228807475440727,120228807475460727,facebook,active,ad,18,18,1,"7-day click",,,0.08,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Couples",120226766032730727,Feed,"Before/After Couples 3",120226766032720727,120226766032850727,facebook,archived,ad,12,14,1.16666667,"7-day click",,,0.08,,2025-07-08,Ongoing,,7.14285714,,2025-07-20,2025-08-18
"Testimonial Men - What's Your Sticker Winner","Men Quotes",120229144778250727,"Search results","My Girlfriend Is Addicted",120229144778240727,120229144976800727,facebook,active,ad,20,23,1.15,"7-day click, 1-day view or 1-day engaged view",,,0.08,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"May 4th - New Sales campaign - Advantage+ shopping campaign – Copy","New Sales ad set",120222833218160727,"Facebook Stories","She's Obsessed – Copy 2",120222833218170727,120222833218190727,facebook,inactive,ad,7,10,1.42857143,"7-day click, 1-day view or 1-day engaged view",,,0.08,,2025-05-08,Ongoing,,0,,2025-07-20,2025-08-18
